Project.name,Experiment.name,Experiment.date,Colony.name,Colony.country,Colony.latitude,Colony.longitude,Colony.species,Colony.ed5,Colony.ed50,Colony.ed95,BioSample.name,BioSample.collection_date,Observation.condition,Observation.temperature,Observation.timepoint,Observation.pam_value,Publication.title,Publication.year,Publication.doi
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_11,CUW,12.10932,-68.95443,Siderastrea siderea,34.16,35.39,36.65,22220523_CUW_Curacao_Siderastrea siderea_11_37.07_420,2222-05-23,Caribbean,37.07,420,0.011,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_12,CUW,12.10932,-68.95443,Siderastrea siderea,34.17,35.66,37.22,22220523_CUW_Curacao_Siderastrea siderea_12_37.07_420,2222-05-23,Caribbean,37.07,420,0.036,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_13,CUW,12.10932,-68.95443,Siderastrea siderea,33.84,36.48,39.32,22220523_CUW_Curacao_Siderastrea siderea_13_37.07_420,2222-05-23,Caribbean,37.07,420,0.197,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_14,CUW,12.10932,-68.95443,Siderastrea siderea,34.38,35.83,37.35,22220523_CUW_Curacao_Siderastrea siderea_14_37.07_420,2222-05-23,Caribbean,37.07,420,0.047,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_1,CUW,12.10932,-68.95443,Siderastrea siderea,115.5,128.27,142.45,22220523_CUW_Curacao_Siderastrea siderea_1_34.04_420,2222-05-23,Caribbean,34.04,420,0.508,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_2,CUW,12.10932,-68.95443,Siderastrea siderea,33.17,36.68,40.57,22220523_CUW_Curacao_Siderastrea siderea_2_34.04_420,2222-05-23,Caribbean,34.04,420,0.479,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_3,CUW,12.10932,-68.95443,Siderastrea siderea,33.38,36.11,39.07,22220523_CUW_Curacao_Siderastrea siderea_3_34.04_420,2222-05-23,Caribbean,34.04,420,0.493,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_4,CUW,12.10932,-68.95443,Siderastrea siderea,34.3,36.65,39.16,22220523_CUW_Curacao_Siderastrea siderea_4_34.04_420,2222-05-23,Caribbean,34.04,420,0.501,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_5,CUW,12.10932,-68.95443,Siderastrea siderea,33.42,36.72,40.33,22220523_CUW_Curacao_Siderastrea siderea_5_34.04_420,2222-05-23,Caribbean,34.04,420,0.473,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_6,CUW,12.10932,-68.95443,Siderastrea siderea,33.79,35.29,36.85,22220523_CUW_Curacao_Siderastrea siderea_6_34.04_420,2222-05-23,Caribbean,34.04,420,0.521,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_7,CUW,12.10932,-68.95443,Siderastrea siderea,33.12,35.41,37.87,22220523_CUW_Curacao_Siderastrea siderea_7_34.04_420,2222-05-23,Caribbean,34.04,420,0.405,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_8,CUW,12.10932,-68.95443,Siderastrea siderea,32.8,36.07,39.67,22220523_CUW_Curacao_Siderastrea siderea_8_34.04_420,2222-05-23,Caribbean,34.04,420,0.451,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_9,CUW,12.10932,-68.95443,Siderastrea siderea,35.46,36.62,37.81,22220523_CUW_Curacao_Siderastrea siderea_9_34.04_420,2222-05-23,Caribbean,34.04,420,0.547,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_10,CUW,12.10932,-68.95443,Siderastrea siderea,35.22,36.58,37.98,22220523_CUW_Curacao_Siderastrea siderea_10_34.04_420,2222-05-23,Caribbean,34.04,420,0.503,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_11,CUW,12.10932,-68.95443,Siderastrea siderea,34.16,35.39,36.65,22220523_CUW_Curacao_Siderastrea siderea_11_34.04_420,2222-05-23,Caribbean,34.04,420,0.53,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_12,CUW,12.10932,-68.95443,Siderastrea siderea,34.17,35.66,37.22,22220523_CUW_Curacao_Siderastrea siderea_12_34.04_420,2222-05-23,Caribbean,34.04,420,0.533,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_13,CUW,12.10932,-68.95443,Siderastrea siderea,33.84,36.48,39.32,22220523_CUW_Curacao_Siderastrea siderea_13_34.04_420,2222-05-23,Caribbean,34.04,420,0.534,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_14,CUW,12.10932,-68.95443,Siderastrea siderea,34.38,35.83,37.35,22220523_CUW_Curacao_Siderastrea siderea_14_34.04_420,2222-05-23,Caribbean,34.04,420,0.558,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_1,CUW,12.10932,-68.95443,Siderastrea siderea,115.5,128.27,142.45,22220523_CUW_Curacao_Siderastrea siderea_1_32.04_420,2222-05-23,Caribbean,32.04,420,0.561,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_2,CUW,12.10932,-68.95443,Siderastrea siderea,33.17,36.68,40.57,22220523_CUW_Curacao_Siderastrea siderea_2_32.04_420,2222-05-23,Caribbean,32.04,420,0.55,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_3,CUW,12.10932,-68.95443,Siderastrea siderea,33.38,36.11,39.07,22220523_CUW_Curacao_Siderastrea siderea_3_32.04_420,2222-05-23,Caribbean,32.04,420,0.539,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_4,CUW,12.10932,-68.95443,Siderastrea siderea,34.3,36.65,39.16,22220523_CUW_Curacao_Siderastrea siderea_4_32.04_420,2222-05-23,Caribbean,32.04,420,0.545,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_5,CUW,12.10932,-68.95443,Siderastrea siderea,33.42,36.72,40.33,22220523_CUW_Curacao_Siderastrea siderea_5_32.04_420,2222-05-23,Caribbean,32.04,420,0.532,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_6,CUW,12.10932,-68.95443,Siderastrea siderea,33.79,35.29,36.85,22220523_CUW_Curacao_Siderastrea siderea_6_32.04_420,2222-05-23,Caribbean,32.04,420,0.558,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_7,CUW,12.10932,-68.95443,Siderastrea siderea,33.12,35.41,37.87,22220523_CUW_Curacao_Siderastrea siderea_7_32.04_420,2222-05-23,Caribbean,32.04,420,0.455,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_8,CUW,12.10932,-68.95443,Siderastrea siderea,32.8,36.07,39.67,22220523_CUW_Curacao_Siderastrea siderea_8_32.04_420,2222-05-23,Caribbean,32.04,420,0.511,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_9,CUW,12.10932,-68.95443,Siderastrea siderea,35.46,36.62,37.81,22220523_CUW_Curacao_Siderastrea siderea_9_32.04_420,2222-05-23,Caribbean,32.04,420,0.592,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_10,CUW,12.10932,-68.95443,Siderastrea siderea,35.22,36.58,37.98,22220523_CUW_Curacao_Siderastrea siderea_10_32.04_420,2222-05-23,Caribbean,32.04,420,0.492,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_11,CUW,12.10932,-68.95443,Siderastrea siderea,34.16,35.39,36.65,22220523_CUW_Curacao_Siderastrea siderea_11_32.04_420,2222-05-23,Caribbean,32.04,420,0.547,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_12,CUW,12.10932,-68.95443,Siderastrea siderea,34.17,35.66,37.22,22220523_CUW_Curacao_Siderastrea siderea_12_32.04_420,2222-05-23,Caribbean,32.04,420,0.56,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_13,CUW,12.10932,-68.95443,Siderastrea siderea,33.84,36.48,39.32,22220523_CUW_Curacao_Siderastrea siderea_13_32.04_420,2222-05-23,Caribbean,32.04,420,0.559,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_14,CUW,12.10932,-68.95443,Siderastrea siderea,34.38,35.83,37.35,22220523_CUW_Curacao_Siderastrea siderea_14_32.04_420,2222-05-23,Caribbean,32.04,420,0.582,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_1,CUW,12.10932,-68.95443,Siderastrea siderea,115.5,128.27,142.45,22220523_CUW_Curacao_Siderastrea siderea_1_28.04_420,2222-05-23,Caribbean,28.04,420,0.526,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_2,CUW,12.10932,-68.95443,Siderastrea siderea,33.17,36.68,40.57,22220523_CUW_Curacao_Siderastrea siderea_2_28.04_420,2222-05-23,Caribbean,28.04,420,0.526,No publications available,2026,No doi available
Global_Search_Caribbean,Curacao,2222-05-23,Curacao_Siderastrea_siderea_3,CUW,12.10932,-68.95443,Siderastrea siderea,33.38,36.11,39.07,22220523_CUW_Curacao_Siderastrea siderea_3_28.04_420,2222-05-23,Caribbean,28.04,420,0.548,No publications available,2026,No doi available
