Project,Date,Country,Latitude,Longitude,Site,Condition,Species,Genotype,Temperature,Timepoint,Pam_value
Global_Search_Caribbean,22220316,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Siderastrea siderea,11,34.5,420,0.492
Global_Search_Caribbean,22220316,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Siderastrea siderea,1,32.5,420,0.497
Global_Search_Caribbean,22220316,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Siderastrea siderea,2,32.5,420,0.541
Global_Search_Caribbean,22220316,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Siderastrea siderea,3,32.5,420,0.514
Global_Search_Caribbean,22220316,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Siderastrea siderea,4,32.5,420,0.493
Global_Search_Caribbean,22220316,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Siderastrea siderea,5,32.5,420,0.539
Global_Search_Caribbean,22220316,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Siderastrea siderea,6,32.5,420,0.542
Global_Search_Caribbean,22220316,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Siderastrea siderea,7,32.5,420,0.527
Global_Search_Caribbean,22220316,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Siderastrea siderea,8,32.5,420,0.614
Global_Search_Caribbean,22220316,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Siderastrea siderea,9,32.5,420,0.576
Global_Search_Caribbean,22220316,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Siderastrea siderea,10,32.5,420,0.618
Global_Search_Caribbean,22220316,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Siderastrea siderea,11,32.5,420,0.566
Global_Search_Caribbean,22220316,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Siderastrea siderea,1,28.5,420,0.499
Global_Search_Caribbean,22220316,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Siderastrea siderea,2,28.5,420,0.551
Global_Search_Caribbean,22220316,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Siderastrea siderea,3,28.5,420,0.544
Global_Search_Caribbean,22220316,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Siderastrea siderea,4,28.5,420,0.503
Global_Search_Caribbean,22220316,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Siderastrea siderea,5,28.5,420,0.514
Global_Search_Caribbean,22220316,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Siderastrea siderea,6,28.5,420,0.399
Global_Search_Caribbean,22220316,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Siderastrea siderea,7,28.5,420,0.517
Global_Search_Caribbean,22220316,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Siderastrea siderea,8,28.5,420,0.587
Global_Search_Caribbean,22220316,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Siderastrea siderea,9,28.5,420,0.581
Global_Search_Caribbean,22220316,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Siderastrea siderea,10,28.5,420,0.552
Global_Search_Caribbean,22220316,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Siderastrea siderea,11,28.5,420,0.438
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,1,37.5,420,0.099
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,2,37.5,420,0.12
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,3,37.5,420,0
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,4,37.5,420,0
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,5,37.5,420,0.125
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,6,37.5,420,0
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,7,37.5,420,0.125
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,8,37.5,420,0.014
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,9,37.5,420,0
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,10,37.5,420,0
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,11,37.5,420,0
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,12,37.5,420,0
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,1,34.5,420,0.371
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,2,34.5,420,0.303
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,3,34.5,420,0.194
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,4,34.5,420,0.367
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,5,34.5,420,0.28
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,6,34.5,420,0.272
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,7,34.5,420,0.238
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,8,34.5,420,0.447
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,9,34.5,420,0.391
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,10,34.5,420,0.221
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,11,34.5,420,0.357
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,12,34.5,420,0.261
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,1,32.5,420,0.477
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,2,32.5,420,0.481
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,3,32.5,420,0.496
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,4,32.5,420,0.435
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,5,32.5,420,0.342
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,6,32.5,420,0.474
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,7,32.5,420,0.506
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,8,32.5,420,0.511
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,9,32.5,420,0.547
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,10,32.5,420,0.542
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,11,32.5,420,0.543
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,12,32.5,420,0.556
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,1,28.5,420,0.582
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,2,28.5,420,0.578
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,3,28.5,420,0.469
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,4,28.5,420,0.51
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,5,28.5,420,0.543
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,6,28.5,420,0.542
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,7,28.5,420,0.514
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,8,28.5,420,0.539
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,9,28.5,420,0.538
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,10,28.5,420,0.575
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,11,28.5,420,0.558
Global_Search_Caribbean,22220315,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Porites astreoides,12,28.5,420,0.562
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,1,37.5,420,0.15
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,2,37.5,420,0.005
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,3,37.5,420,0
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,4,37.5,420,0
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,5,37.5,420,0.012
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,6,37.5,420,0.03
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,7,37.5,420,0.029
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,8,37.5,420,0.143
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,9,37.5,420,0.064
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,10,37.5,420,0
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,11,37.5,420,0.148
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,1,34.5,420,0.144
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,2,34.5,420,0.172
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,3,34.5,420,0.226
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,4,34.5,420,0.34
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,5,34.5,420,0.167
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,6,34.5,420,0.363
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,7,34.5,420,0.293
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,8,34.5,420,0.404
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,9,34.5,420,0.273
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,10,34.5,420,0.153
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,11,34.5,420,0.175
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,1,32.5,420,0.472
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,2,32.5,420,0.341
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,3,32.5,420,0.31
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,4,32.5,420,0.395
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,5,32.5,420,0.375
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,6,32.5,420,0.478
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,7,32.5,420,0.471
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,8,32.5,420,0.456
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,9,32.5,420,0.443
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,10,32.5,420,0.563
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,11,32.5,420,0.444
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,1,28.5,420,0.508
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,2,28.5,420,0.51
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,3,28.5,420,0.525
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,4,28.5,420,0.528
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,5,28.5,420,0.488
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,6,28.5,420,0.527
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,7,28.5,420,0.565
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,8,28.5,420,0.549
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,9,28.5,420,0.531
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,10,28.5,420,0.566
Global_Search_Caribbean,22220312,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Orbicella faveolata,11,28.5,420,0.522
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,1,37.5,420,0
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,2,37.5,420,0
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,3,37.5,420,0
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,4,37.5,420,0
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,5,37.5,420,0
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,6,37.5,420,0
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,7,37.5,420,0
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,8,37.5,420,0
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,9,37.5,420,0
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,10,37.5,420,0
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,11,37.5,420,0
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,12,37.5,420,0
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,13,37.5,420,0
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,14,37.5,420,0
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,1,34.5,420,0.474
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,2,34.5,420,0.452
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,3,34.5,420,0.473
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,4,34.5,420,0.462
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,5,34.5,420,0.488
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,6,34.5,420,0.48
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,7,34.5,420,0.509
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,8,34.5,420,0.411
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,9,34.5,420,0.446
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,10,34.5,420,0.479
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,11,34.5,420,0.513
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,12,34.5,420,0.522
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,13,34.5,420,0.514
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,14,34.5,420,0.493
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,1,32.5,420,0.502
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,2,32.5,420,0.486
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,3,32.5,420,0.55
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,4,32.5,420,0.584
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,5,32.5,420,0.544
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,6,32.5,420,0.519
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,7,32.5,420,0.555
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,8,32.5,420,0.486
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,9,32.5,420,0.532
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,10,32.5,420,0.59
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,11,32.5,420,0.526
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,12,32.5,420,0.556
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,13,32.5,420,0.578
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,14,32.5,420,0.546
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,1,28.5,420,0.565
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,2,28.5,420,0.518
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,3,28.5,420,0.54
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,4,28.5,420,0.587
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,5,28.5,420,0.565
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,6,28.5,420,0.53
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,7,28.5,420,0.566
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,8,28.5,420,0.533
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,9,28.5,420,0.494
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,10,28.5,420,0.57
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,11,28.5,420,0.566
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,12,28.5,420,0.547
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,13,28.5,420,0.577
Global_Search_Caribbean,22220310,USA,18.31822,-64.99104,USVI_Flat,Caribbean,Acropora palmata,14,28.5,420,0.555
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,1,37.5,420,0.005
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,2,37.5,420,0.006
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,3,37.5,420,0
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,4,37.5,420,0
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,5,37.5,420,0.006
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,6,37.5,420,0.029
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,7,37.5,420,0
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,8,37.5,420,0.008
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,9,37.5,420,0.049
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,10,37.5,420,0.174
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,11,37.5,420,0.221
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,12,37.5,420,0
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,1,34.5,420,0.463
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,2,34.5,420,0.426
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,3,34.5,420,0.428
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,4,34.5,420,0.422
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,5,34.5,420,0.462
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,6,34.5,420,0.415
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,7,34.5,420,0.51
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,8,34.5,420,0.472
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,9,34.5,420,0.482
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,10,34.5,420,0.51
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,11,34.5,420,0.5
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,12,34.5,420,0.499
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,1,32.5,420,0.477
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,2,32.5,420,0.521
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,3,32.5,420,0.484
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,4,32.5,420,0.446
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,5,32.5,420,0.498
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,6,32.5,420,0.496
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,7,32.5,420,0.512
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,8,32.5,420,0.496
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,9,32.5,420,0.517
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,10,32.5,420,0.551
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,11,32.5,420,0.502
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,12,32.5,420,0.532
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,1,28.5,420,0.552
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,2,28.5,420,0.544
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,3,28.5,420,0.535
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,4,28.5,420,0.508
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,5,28.5,420,0.544
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,6,28.5,420,0.513
Global_Search_Caribbean,22220314,USA,18.35674,-64.85381,USVI_Thatch,Caribbean,Siderastrea siderea,7,28.5,420,0.543
